ORIGIN_PT_CODE,BP10,BP11,BP12,BP13,BP2,BP3,BP4,BP5,BP6/DT1,BP7,BP8,BP9,CC10/DT26,CC11,CC12,CC14,CC16,CC17/TE9,CC19/DT9,CC2,CC20,CC21,CC23,CC24,CC25,CC26,CC27,CC28,CC3,CC4/DT15,CC5,CC6,CC7,CC8,CE1/DT16,CG1/DT35,CG2,DT10,DT13,DT17,DT18,DT2,DT20,DT21,DT22,DT23,DT24,DT25,DT27,DT28,DT29,DT3,DT30,DT31,DT33,DT34,DT4,DT5,DT6,DT7,DT8,EW1,EW10,EW11,EW12/DT14,EW14/NS26,EW15,EW16/NE3/TE17,EW17,EW18,EW19,EW2/DT32,EW20,EW21/CC22,EW22,EW23,EW24/NS1,EW25,EW26,EW27,EW28,EW29,EW3,EW30,EW31,EW32,EW33,EW4,EW5,EW6,EW7,EW8/CC9,EW9,NE1/CC29,NE10,NE11,NE12/CC13,NE13,NE14,NE15,NE16/STC,NE17/PTC,NE18,NE4/DT19,NE5,NE7/DT12,NE8,NE9,NS10,NS11,NS12,NS13,NS14,NS15,NS16,NS17/CC15,NS18,NS19,NS2,NS20,NS21/DT11,NS23,NS24/NE6/CC1,NS25/EW13,NS27/CE2/TE20,NS28,NS3,NS4/BP1,NS5,NS7,NS8,NS9/TE2,PE1,PE2,PE3,PE4,PE5,PE6,PE7,PW1,PW2,PW3,PW4,PW5,PW6,PW7,SE1,SE2,SE3,SE4,SE5,SW1,SW2,SW3,SW4,SW5,SW6,SW7,SW8,TE1,TE11,TE12,TE13,TE14/NS22,TE15,TE16,TE18,TE19,TE22,TE23,TE24,TE25,TE26,TE27,TE28,TE29,TE3,TE4,TE5,TE6,TE7,TE8
BP10,0.0,0.049984883603748864,0.04615539655346165,0.030837448352312807,0.02680640935201048,0.028015721052101178,0.01390708455104303,0.038194094527864555,0.33114985387483625,0.03607779905270583,0.07245792603043434,0.053915146629043634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009069837750680237,0.0,0.0001007759750075582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001007759750075582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001007759750075582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001007759750075582,0.0,0.0,0.0,0.0002015519500151164,0.0,0.0002015519500151164,0.0001007759750075582,0.0002015519500151164,0.0001007759750075582,0.0002015519500151164,0.0013100876750982565,0.0008062078000604656,0.0012093117000906983,0.0,0.0003023279250226746,0.0002015519500151164,0.0011085357250831401,0.006046558500453492,0.03889952635291746,0.0013100876750982565,0.00614733447546105,0.020255970976519197,0.009876045550740703,0.003527159125264537,0.0,0.0014108636501058147,0.0003023279250226746,0.0,0.0004031039000302328,0.0,0.0001007759750075582,0.0,0.0001007759750075582,0.0004031039000302328,0.0001007759750075582,0.0001007759750075582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00836440592562733,0.004635694850347677,0.0034263831502569786,0.0049380227753703515,0.003527159125264537,0.002519399375188955,0.001612415600120931,0.0012093117000906983,0.0002015519500151164,0.0001007759750075582,0.009271389700695354,0.0002015519500151164,0.0,0.0003023279250226746,0.0,0.0002015519500151164,0.0,0.0,0.014914844301118613,0.07900836440592562,0.019147435251436057,0.005643454600423259,0.0029225032752191876,0.012899324800967449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001007759750075582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001007759750075582,0.0006046558500453492,0.0,0.0002015519500151164,0.0001007759750075582,0.0,0.0001007759750075582
BP11,0.0351327346294286,0.0,0.02664561334254416,0.02477055166288365,0.02220467778545347,0.02388236455146551,0.022796802526398895,0.06306128491068785,0.37530839830257573,0.02180992795815652,0.03967235764334353,0.03819204579097997,0.0,0.0,0.0,9.868745682423764e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0001973749136484753,9.868745682423764e-05,0.0,0.0,0.0,0.0,0.0,9.868745682423764e-05,0.0,0.0,0.0,0.0,9.868745682423764e-05,0.0,9.868745682423764e-05,0.0,0.0,0.0,9.868745682423764e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.868745682423764e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0001973749136484753,0.0001973749136484753,0.0004934372841211882,9.868745682423764e-05,0.00029606237047271293,0.0001973749136484753,0.0014803118523635645,0.0020724365933089905,0.0004934372841211882,9.868745682423764e-05,0.0014803118523635645,0.0014803118523635645,0.0011842494818908517,0.007204184348169347,0.051712227375900525,0.002960623704727129,0.005822559952630021,0.013421494128096319,0.004835685384387644,0.001381624395539327,0.0,0.0003947498272969506,0.0,0.0007894996545939011,0.0005921247409454259,0.0,0.0001973749136484753,0.0,0.0,0.00029606237047271293,0.0001973749136484753,0.00029606237047271293,9.868745682423764e-05,9.868745682423764e-05,0.00029606237047271293,9.868745682423764e-05,0.0,0.0,0.0,0.0,0.0,0.00029606237047271293,0.0,0.0001973749136484753,0.0,0.0,0.012237244646205467,0.007993684002763249,0.0025658738774301786,0.006019934866278496,0.002763248791078654,0.0028619362479028916,0.0025658738774301786,0.0007894996545939011,0.0,9.868745682423764e-05,0.009276620941478337,9.868745682423764e-05,9.868745682423764e-05,9.868745682423764e-05,0.0,0.0,0.0,0.0,0.01174380736208428,0.09286489687160762,0.0175663673147143,0.008191058916411724,0.003848810816145268,0.020625678476265667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010855620250666141,0.0,0.0,0.0,9.868745682423764e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.868745682423764e-05,0.0,0.0,0.0,0.0007894996545939011,9.868745682423764e-05,0.0,9.868745682423764e-05,9.868745682423764e-05,0.0
BP12,0.04490934449093445,0.030683403068340307,0.0,0.020176662017666203,0.027243142724314273,0.03142724314272431,0.02482566248256625,0.04425848442584844,0.400185960018596,0.021292422129242213,0.042491864249186426,0.030590423059042304,0.0,0.0,0.0,0.0,0.0,0.0,9.298000929800093e-05,0.0,0.0,0.0,0.0,9.298000929800093e-05,9.298000929800093e-05,0.0,0.0,0.0,0.0,9.298000929800093e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00018596001859600187,0.0,0.0,0.0,9.298000929800093e-05,9.298000929800093e-05,0.00018596001859600187,0.0002789400278940028,0.0,9.298000929800093e-05,0.00018596001859600187,0.0010227801022780103,0.0015806601580660158,0.0010227801022780103,9.298000929800093e-05,0.001487680148768015,0.0010227801022780103,0.00037192003719200374,0.008554160855416085,0.03393770339377034,0.0005578800557880056,0.008368200836820083,0.007252440725244073,0.005113900511390051,0.0022315202231520223,0.0,0.0009298000929800093,0.0011157601115760112,0.0,0.0002789400278940028,0.0,0.00018596001859600187,0.0,0.0,0.00037192003719200374,9.298000929800093e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002789400278940028,0.0,9.298000929800093e-05,0.0,0.0,0.007531380753138075,0.008461180846118084,0.004463040446304045,0.005578800557880056,0.00399814039981404,0.001208740120874012,0.002417480241748024,0.0,0.0,0.0,0.01199442119944212,0.0,0.0,9.298000929800093e-05,0.0,9.298000929800093e-05,0.0,0.0,0.014504881450488146,0.08833100883310088,0.02315202231520223,0.0041841004184100415,0.00502092050209205,0.020734542073454206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00046490004649000463,0.0,0.0,0.0,9.298000929800093e-05,0.0,9.298000929800093e-05,9.298000929800093e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011157601115760112,0.00037192003719200374,0.0002789400278940028,9.298000929800093e-05,0.0,9.298000929800093e-05
BP13,0.06170689226175666,0.05449116695695447,0.028116446877332668,0.0,0.030355809902960936,0.0323463548146305,0.032595172928589204,0.019905449116695697,0.27693456083602885,0.008210997760636975,0.017168449863150036,0.04130380691714357,0.0,0.0002488181139586962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004976362279173924,0.0002488181139586962,0.0,0.0002488181139586962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002488181139586962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004976362279173924,0.0,0.0002488181139586962,0.0,0.001492908683752177,0.001492908683752177,0.001244090569793481,0.0,0.002488181139586962,0.0007464543418760885,0.002985817367504354,0.010450360786265241,0.0781288877830306,0.001244090569793481,0.006718089076884797,0.01244090569793481,0.005971634735008708,0.002239363025628266,0.0,0.0042299079372978355,0.0,0.0004976362279173924,0.002736999253545658,0.0,0.0002488181139586962,0.0,0.0,0.0,0.0,0.0004976362279173924,0.0,0.0,0.0002488181139586962,0.0,0.0,0.0,0.0,0.0,0.0,0.0004976362279173924,0.0,0.0,0.0,0.0,0.019905449116695697,0.010201542672306545,0.0032346354814630504,0.010947997014182632,0.005473998507091316,0.001244090569793481,0.002985817367504354,0.0004976362279173924,0.0,0.0,0.01368499626772829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02164717591440657,0.12515551132122418,0.01841254043294352,0.0052251803931326205,0.0032346354814630504,0.014182632495645683,0.0,0.0,0.0,0.0,0.0,0.0,0.0002488181139586962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004976362279173924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004976362279173924,0.0,0.0,0.0004976362279173924,0.0002488181139586962,0.0
BP2,0.032347185449522274,0.024634511338782087,0.020950846091861403,0.012202141130424773,0.0,0.03810291239783584,0.019339242546333603,0.039599401404397376,0.27074939564867045,0.011626568435593416,0.02555542765051226,0.01438931737078393,0.00034534361689881433,0.0,0.0,0.00034534361689881433,0.0,0.0,0.0,0.0,0.0,0.0014964890065615288,0.0023022907793254286,0.003683665246920686,0.0004604581558650858,0.001036030850696443,0.00034534361689881433,0.0,0.0,0.0,0.0,0.00034534361689881433,0.0,0.0004604581558650858,0.00034534361689881433,0.0002302290779325429,0.0008058017727639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00011511453896627144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00011511453896627144,0.0,0.0,0.0012662599286289858,0.0002302290779325429,0.0009209163117301715,0.0014964890065615288,0.0011511453896627143,0.002877863474156786,0.0021871762403591574,0.002647634396224243,0.002647634396224243,0.0012662599286289858,0.0005755726948313572,0.003108092552089329,0.0032232070910556,0.0012662599286289858,0.023598480488085646,0.055370093242776565,0.006676643260043744,0.007367330493841372,0.0064464141821112,0.003453436168988143,0.0032232070910556,0.00011511453896627144,0.0002302290779325429,0.0,0.00034534361689881433,0.0004604581558650858,0.00011511453896627144,0.001841832623460343,0.0,0.0002302290779325429,0.0014964890065615288,0.0011511453896627143,0.003338321630021872,0.0,0.0,0.0012662599286289858,0.00011511453896627144,0.0,0.00011511453896627144,0.0,0.0,0.0,0.0008058017727639,0.00011511453896627144,0.00011511453896627144,0.0004604581558650858,0.0,0.011741682974559686,0.010014964890065614,0.0061010705652123865,0.014043973753885115,0.003913894324853229,0.002072061701392886,0.006676643260043744,0.0009209163117301715,0.00011511453896627144,0.0024174053182917004,0.017727639000805803,0.00034534361689881433,0.0002302290779325429,0.0005755726948313572,0.00011511453896627144,0.002647634396224243,0.0,0.0,0.015310233682514102,0.11522965350523771,0.05571543685967538,0.01830321169563716,0.01036030850696443,0.03131115459882583,0.0,0.0,0.0,0.0002302290779325429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00011511453896627144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001036030850696443,0.0,0.0,0.0,0.0004604581558650858,0.0,0.0,0.0002302290779325429,0.0,0.0,0.0,0.0,0.0,0.0002302290779325429,0.00011511453896627144,0.00011511453896627144,0.0,0.0040290088638195,0.0004604581558650858,0.00011511453896627144,0.001036030850696443,0.0004604581558650858,0.0002302290779325429
BP3,0.023864384463462805,0.027156023699802502,0.02164252797893351,0.009792626728110598,0.016705069124423964,0.0,0.009710335747202106,0.03991112574061883,0.2853028308097433,0.014236339697169191,0.024522712310730745,0.018186306780776828,0.0,0.0,8.229098090849243e-05,0.0,8.229098090849243e-05,8.229098090849243e-05,0.0,0.0,0.0,0.000576036866359447,0.00041145490454246215,0.002468729427254773,0.0006583278472679394,0.0003291639236339697,0.0,0.0,8.229098090849243e-05,0.0,0.00016458196181698485,0.0,0.000576036866359447,0.0,0.0,0.00016458196181698485,0.0008229098090849243,0.0,0.00016458196181698485,0.0,0.0,0.0,8.229098090849243e-05,0.0,0.0,8.229098090849243e-05,0.0,0.0,8.229098090849243e-05,0.0,0.0,0.0,0.0,8.229098090849243e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00016458196181698485,0.0004937458854509546,0.001563528637261356,0.0012343647136273865,0.0035385121790651743,0.0016458196181698486,0.00576036866359447,0.003127057274522712,0.0019749835418038184,0.0002468729427254773,0.003949967083607637,0.003127057274522712,0.0014812376563528638,0.01555299539170507,0.06509216589861751,0.002880184331797235,0.009874917709019092,0.012672811059907835,0.004855167873601053,0.0008229098090849243,0.0002468729427254773,0.0008229098090849243,0.0,0.000576036866359447,0.0009052007899934167,0.00016458196181698485,0.0004937458854509546,0.0,0.0,0.0026333113890717576,0.0014812376563528638,0.0030447662936142197,0.0,0.0,0.0002468729427254773,0.0,0.0,0.0,0.0,0.0,0.00016458196181698485,0.0006583278472679394,8.229098090849243e-05,0.0,0.0003291639236339697,0.0,0.01826859776168532,0.016046741277156024,0.0037030941408821593,0.01868005266622778,0.00576036866359447,0.003127057274522712,0.005924950625411455,0.0016458196181698486,0.0008229098090849243,0.002304147465437788,0.017116524028966424,0.0009052007899934167,0.00016458196181698485,0.0009874917709019092,0.00016458196181698485,0.0022218564845292955,0.0,0.0,0.014730085582620145,0.13569782751810402,0.0402402896642528,0.012508229098090849,0.010039499670836076,0.03308097432521396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.229098090849243e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.229098090849243e-05,0.0,0.0,0.0,0.0,0.0009052007899934167,0.0,0.00016458196181698485,0.0,0.00041145490454246215,0.0,8.229098090849243e-05,0.0002468729427254773,0.0,0.0,8.229098090849243e-05,8.229098090849243e-05,0.0,8.229098090849243e-05,8.229098090849243e-05,0.0,0.0,0.0014812376563528638,0.0003291639236339697,0.0002468729427254773,0.0009052007899934167,0.0004937458854509546,0.00016458196181698485
BP4,0.016225634324294892,0.022813895241206576,0.017260154633562015,0.007350539039529565,0.014483284329739736,0.008276162474136992,0.0,0.011706414025917456,0.22438201023630622,0.008167265599477294,0.016171185886965044,0.011434171839268212,0.0,0.0,5.4448437329848636e-05,0.0,0.0,0.00010889687465969727,0.0,0.0,0.0,0.00021779374931939454,0.00010889687465969727,0.0011434171839268213,5.4448437329848636e-05,0.0001633453119895459,0.0,0.0006533812479581836,5.4448437329848636e-05,0.0,0.0,0.00021779374931939454,0.0,0.0,0.0,0.0,0.0001633453119895459,0.0,0.00010889687465969727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00010889687465969727,0.00010889687465969727,0.00010889687465969727,5.4448437329848636e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007078296852880323,0.00010889687465969727,0.000598932810628335,0.0012523140585865185,0.0003266906239790918,0.0013612109332462158,0.0019056953065447022,0.012523140585865185,0.010290754655341391,0.008548404660786236,0.0008167265599477295,0.006751606228901231,0.004083632799738647,0.003920287487749101,0.025590765545028857,0.03767831863225526,0.001633453119895459,0.0099640640313623,0.019764782750735056,0.011216378089948818,0.0011434171839268213,0.0003266906239790918,0.00010889687465969727,0.0,0.0003266906239790918,0.000598932810628335,0.00010889687465969727,0.0009800718719372753,0.0,0.0001633453119895459,0.0009256234346074267,0.0003266906239790918,0.0012523140585865185,0.0,0.0,0.0012523140585865185,5.4448437329848636e-05,0.00021779374931939454,0.0,0.0001633453119895459,0.00021779374931939454,0.0,0.0005444843732984863,0.00010889687465969727,0.0001633453119895459,0.0001633453119895459,0.00010889687465969727,0.038821735816182076,0.038603942066862684,0.013721006207121855,0.05684416857236197,0.021779374931939453,0.006533812479581836,0.0119786562125667,0.00239573124251334,0.0014156593705760645,0.0014701078079059132,0.011869759337907002,0.000598932810628335,0.0001633453119895459,0.0003266906239790918,0.00027224218664924317,0.0007622781226178808,5.4448437329848636e-05,0.0,0.015082217140368072,0.09288903408472177,0.03223347489927039,0.006316018730262441,0.016661221822933683,0.08728084503974735,0.0,0.0,0.0,0.0,0.0,0.00010889687465969727,0.0,0.0,0.0,5.4448437329848636e-05,0.0,5.4448437329848636e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.4448437329848636e-05,0.0,0.0,0.00027224218664924317,0.0,0.0004900359359686377,0.0,0.0,0.0,0.0006533812479581836,5.4448437329848636e-05,5.4448437329848636e-05,0.00010889687465969727,0.0,0.0,0.0,0.0,0.0,0.0,0.00010889687465969727,0.0,0.0,0.00397473592507895,0.001034520309267124,0.00119786562125667,0.003430251551780464,0.0001633453119895459,0.00010889687465969727
BP5,0.12535268037081823,0.10318419991938735,0.06680773881499395,0.02992744860943168,0.03385731559854897,0.0592503022974607,0.019145505844417574,0.0,0.1605199516324063,0.030632809351068116,0.039600967351874246,0.06096332124143491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00010076582023377671,0.0,0.00010076582023377671,0.0,0.0,0.0,0.00010076582023377671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00010076582023377671,0.0,0.0,0.0,0.0,0.0,0.00010076582023377671,0.0,0.0,0.0,0.0,0.0,0.0,0.00010076582023377671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00010076582023377671,0.0,0.0,0.00010076582023377671,0.00020153164046755341,0.00010076582023377671,0.00010076582023377671,0.0003022974607013301,0.00010076582023377671,0.0009068923821039903,0.0009068923821039903,0.0003022974607013301,0.0,0.0003022974607013301,0.00040306328093510683,0.0014107214832728737,0.00916968964127368,0.032144296654574765,0.00010076582023377671,0.0011084240225715438,0.006952841596130592,0.004534461910519952,0.004433696090286175,0.0,0.00010076582023377671,0.003123740427247078,0.0015114873035066505,0.00020153164046755341,0.0,0.00010076582023377671,0.0,0.0,0.0,0.0003022974607013301,0.0,0.0,0.0,0.00020153164046755341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014611043933897621,0.009270455461507456,0.004635227730753728,0.00826279725916969,0.002720677146311971,0.0026199113260781943,0.0024183796856106408,0.00020153164046755341,0.0,0.00010076582023377671,0.006952841596130592,0.0,0.00010076582023377671,0.0,0.0,0.00010076582023377671,0.0,0.0,0.01128577186618299,0.08948004836759371,0.018540910923014912,0.002317613865376864,0.003325272067714631,0.01743248690044337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005239822652156389,0.0,0.0,0.0,0.0,0.00010076582023377671,0.0,0.00010076582023377671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003022974607013301,0.0,0.0006045949214026602,0.0,0.0,0.00020153164046755341
BP6/DT1,0.05956032900935877,0.05758372239658238,0.038044363837308984,0.011902147345750297,0.04503687540293728,0.062252481385183245,0.032171220891102435,0.022684926072078837,0.0,0.014374676764599614,0.015267337815530885,0.0345516503602525,0.002748829267947092,0.003088890620682815,0.0007084611515327557,0.001055607115783806,0.0017782374903472168,0.0017003067636786138,0.004817535830422739,0.000687207316986773,0.0012114685691210123,0.005171766406189117,0.0014452607491268216,0.0038681978873688462,0.0013814992454888736,0.0018419989939851649,0.0006305304248641526,0.0007863918782013589,0.002352091023088749,0.012624777720313706,0.0013814992454888736,0.006546181040162663,0.0023875140806653866,0.001133537842452409,0.014254238368839045,0.000942253331538565,0.0045554052043556195,0.002748829267947092,0.018490836055004924,0.003506882700087141,0.006291135025610871,0.005157597183158461,0.0018774220515618027,0.0010201840582071682,0.00038256902182768807,0.0009280841085079099,0.0006801227054714455,0.0009635071660845478,0.002288329519450801,0.002479614030364645,0.0017782374903472168,0.01733604437800653,0.0011689609000290469,0.0018136605479238547,0.0034927134770564856,0.0008288995472933242,0.0054764047013482016,0.049464757600017006,0.011122840079064264,0.007623041990492452,0.008430687703239792,0.0020545373394449916,0.004016974729190725,0.0032376674625046935,0.03798060233367103,0.0008714072163852895,0.001870337440046475,0.00246544480733399,0.0011406224539677367,0.0006588688709254628,0.0007651380436553761,0.005674773823777373,0.0005455150866802219,0.002862183052192333,0.0002762998490977747,0.0013248223533662532,0.00835275697657119,0.00020545373394449914,0.000942253331538565,0.0023875140806653866,0.0014027530800348562,0.00024087679152113694,0.001119368619421754,0.0,2.125383454598267e-05,0.0003329767412203952,0.00019128451091384403,0.001438176137611494,0.004597912873447584,0.0015302760873107523,0.001919929720653768,0.010485225042684784,0.008296080084448569,0.008218149357779966,0.0027275754334011096,0.0019128451091384403,0.009224164192956479,0.0038681978873688462,0.004300359189803827,0.002621306260671196,0.003598982649786399,0.004208259240104569,0.0008359841588086517,0.012419323986369208,0.003485628865541158,0.027049046765520612,0.016145829643431503,0.005837719888629907,0.002720490821885782,0.0022954141309661285,0.0012893992957896153,0.0018207451594391823,0.0007934764897166864,0.00029755368364375737,0.0011264532309370817,0.0013885838570042012,6.376150363794801e-05,0.00014877684182187868,0.0023095833539967837,4.250766909196534e-05,0.038008940779732346,0.0002762998490977747,0.002720490821885782,0.0037548441031236054,0.00017003067636786137,1.4169223030655114e-05,0.004165751571012603,0.049641872887900194,0.010938640179665749,0.001728645209739924,0.0009068302739619273,0.003613151872817054,6.376150363794801e-05,0.00019128451091384403,0.00026921523758244715,0.00010626917272991336,0.00021253834545982672,0.000432161302434981,0.00025504601455179205,9.209994969925824e-05,0.0,0.00019128451091384403,0.00017003067636786137,0.0011618762885137193,6.376150363794801e-05,5.667689212262046e-05,6.376150363794801e-05,0.0004109074678889983,0.00014169223030655113,0.00012043839576056847,0.00016294606485253382,0.00020545373394449914,0.00016294606485253382,4.250766909196534e-05,0.00010626917272991336,0.00045341513698096366,0.00028338446061310226,0.00021253834545982672,5.667689212262046e-05,5.667689212262046e-05,0.0008218149357779966,0.0008714072163852895,0.0010485225042684784,0.0023237525770274385,0.001501937641249442,0.0022458218503588357,0.002139552677628922,0.000304638295159085,0.00034006135273572275,0.00010626917272991336,0.00019128451091384403,0.00021962295697515428,0.0010839455618451162,0.0006517842594101353,0.00040382285637367073,0.000304638295159085,0.0004888381945576015,0.0002762998490977747,0.0006730380939561179,0.0015161068642800973,0.000942253331538565,0.0020191142818683535
BP7,0.14289522793921622,0.11383631031724874,0.045587843241802185,0.006664889362836577,0.027459344174886696,0.04612103439082911,0.015195947747267395,0.018661690215942415,0.15195947747267396,0.0,0.04398826979472141,0.14529458810983736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0021327645961077045,0.0,0.0,0.0,0.0,0.0,0.00026659557451346307,0.0,0.0,0.0005331911490269261,0.0,0.00026659557451346307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005331911490269261,0.0,0.0,0.00026659557451346307,0.003199146894161557,0.0005331911490269261,0.0007997867235403892,0.0,0.0005331911490269261,0.0005331911490269261,0.0010663822980538523,0.005331911490269262,0.04052252732604639,0.0021327645961077045,0.0039989336177019465,0.003732338043188483,0.0039989336177019465,0.0018661690215942416,0.0,0.0,0.00026659557451346307,0.00026659557451346307,0.00026659557451346307,0.0,0.0005331911490269261,0.0,0.0,0.00026659557451346307,0.00026659557451346307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00026659557451346307,0.0,0.0,0.00026659557451346307,0.0,0.0021327645961077045,0.008264462809917356,0.0013329778725673154,0.0045321247667288725,0.0010663822980538523,0.005598507064782724,0.00346574246867502,0.0,0.0,0.0,0.008797653958944282,0.0,0.0,0.0,0.00026659557451346307,0.0,0.0,0.0,0.018395094641428952,0.08531058384430819,0.012796587576646227,0.002665955745134631,0.0023993601706211675,0.01039722740602506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00026659557451346307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
